"","PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","TravelsWithPartner","CabinLetter"
"374",374,0,"1","male",22,0,0,135.6333,"C","Mr.","0","missing"
"375",375,0,"3","female",3,3,1,21.075,"S","Miss.","0","missing"
"376",376,1,"1","female",29.6991176470588,1,0,82.1708,"C","Mrs.","1","missing"
"377",377,1,"3","female",22,0,0,7.25,"S","Miss.","0","missing"
"378",378,0,"1","male",27,0,2,211.5,"C","Mr.","0","C"
"379",379,0,"3","male",20,0,0,4.0125,"C","Mr.","0","missing"
"380",380,0,"3","male",19,0,0,7.775,"S","Mr.","0","missing"
"381",381,1,"1","female",42,0,0,227.525,"C","Miss.","0","missing"
"382",382,1,"3","female",1,0,2,15.7417,"C","Miss.","0","missing"
"383",383,0,"3","male",32,0,0,7.925,"S","Mr.","0","missing"
"384",384,1,"1","female",35,1,0,52,"S","Mrs.","1","missing"
"385",385,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"386",386,0,"2","male",18,0,0,73.5,"S","Mr.","0","missing"
"387",387,0,"3","male",1,5,2,46.9,"S","Master.","0","missing"
"388",388,1,"2","female",36,0,0,13,"S","Miss.","0","missing"
"389",389,0,"3","male",29.6991176470588,0,0,7.7292,"Q","Mr.","0","missing"
"390",390,1,"2","female",17,0,0,12,"C","Miss.","0","missing"
"391",391,1,"1","male",36,1,2,120,"S","Mr.","1","B"
"392",392,1,"3","male",21,0,0,7.7958,"S","Mr.","0","missing"
"393",393,0,"3","male",28,2,0,7.925,"S","Mr.","0","missing"
"394",394,1,"1","female",23,1,0,113.275,"C","Miss.","0","D"
"395",395,1,"3","female",24,0,2,16.7,"S","Mrs.","0","G"
"396",396,0,"3","male",22,0,0,7.7958,"S","Mr.","0","missing"
"397",397,0,"3","female",31,0,0,7.8542,"S","Miss.","0","missing"
"398",398,0,"2","male",46,0,0,26,"S","Mr.","0","missing"
"399",399,0,"2","male",23,0,0,10.5,"S","Dr.","0","missing"
"400",400,1,"2","female",28,0,0,12.65,"S","Mrs.","0","missing"
"401",401,1,"3","male",39,0,0,7.925,"S","Mr.","0","missing"
"402",402,0,"3","male",26,0,0,8.05,"S","Mr.","0","missing"
"403",403,0,"3","female",21,1,0,9.825,"S","Miss.","0","missing"
"404",404,0,"3","male",28,1,0,15.85,"S","Mr.","1","missing"
"405",405,0,"3","female",20,0,0,8.6625,"S","Miss.","0","missing"
"406",406,0,"2","male",34,1,0,21,"S","Mr.","0","missing"
"407",407,0,"3","male",51,0,0,7.75,"S","Mr.","0","missing"
"408",408,1,"2","male",3,1,1,18.75,"S","Master.","0","missing"
"409",409,0,"3","male",21,0,0,7.775,"S","Mr.","0","missing"
"410",410,0,"3","female",29.6991176470588,3,1,25.4667,"S","Miss.","0","missing"
"411",411,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"412",412,0,"3","male",29.6991176470588,0,0,6.8583,"Q","Mr.","0","missing"
"413",413,1,"1","female",33,1,0,90,"Q","Miss.","0","C"
"414",414,0,"2","male",29.6991176470588,0,0,0,"S","Mr.","0","missing"
"415",415,1,"3","male",44,0,0,7.925,"S","Mr.","0","missing"
"416",416,0,"3","female",29.6991176470588,0,0,8.05,"S","Mrs.","0","missing"
"417",417,1,"2","female",34,1,1,32.5,"S","Mrs.","0","missing"
"418",418,1,"2","female",18,0,2,13,"S","Miss.","0","missing"
"419",419,0,"2","male",30,0,0,13,"S","Mr.","0","missing"
"420",420,0,"3","female",10,0,2,24.15,"S","Miss.","0","missing"
"421",421,0,"3","male",29.6991176470588,0,0,7.8958,"C","Mr.","0","missing"
"422",422,0,"3","male",21,0,0,7.7333,"Q","Mr.","0","missing"
"423",423,0,"3","male",29,0,0,7.875,"S","Mr.","0","missing"
"424",424,0,"3","female",28,1,1,14.4,"S","Mrs.","1","missing"
"425",425,0,"3","male",18,1,1,20.2125,"S","Mr.","0","missing"
"426",426,0,"3","male",29.6991176470588,0,0,7.25,"S","Mr.","0","missing"
"427",427,1,"2","female",28,1,0,26,"S","Mrs.","0","missing"
"428",428,1,"2","female",19,0,0,26,"S","Mrs.","0","missing"
"429",429,0,"3","male",29.6991176470588,0,0,7.75,"Q","Mr.","0","missing"
"430",430,1,"3","male",32,0,0,8.05,"S","Mr.","0","E"
"431",431,1,"1","male",28,0,0,26.55,"S","Mr.","0","C"
"432",432,1,"3","female",29.6991176470588,1,0,16.1,"S","Mrs.","1","missing"
"433",433,1,"2","female",42,1,0,26,"S","Mrs.","0","missing"
"434",434,0,"3","male",17,0,0,7.125,"S","Mr.","0","missing"
"435",435,0,"1","male",50,1,0,55.9,"S","Mr.","1","E"
"436",436,1,"1","female",14,1,2,120,"S","Miss.","0","B"
"437",437,0,"3","female",21,2,2,34.375,"S","Miss.","0","missing"
"438",438,1,"2","female",24,2,3,18.75,"S","Mrs.","0","missing"
"439",439,0,"1","male",64,1,4,263,"S","Mr.","0","C"
"440",440,0,"2","male",31,0,0,10.5,"S","Mr.","0","missing"
"441",441,1,"2","female",45,1,1,26.25,"S","Mrs.","1","missing"
"442",442,0,"3","male",20,0,0,9.5,"S","Mr.","0","missing"
"443",443,0,"3","male",25,1,0,7.775,"S","Mr.","0","missing"
"444",444,1,"2","female",28,0,0,13,"S","Other","0","missing"
"445",445,1,"3","male",29.6991176470588,0,0,8.1125,"S","Mr.","0","missing"
"446",446,1,"1","male",4,0,2,81.8583,"S","Master.","0","A"
"447",447,1,"2","female",13,0,1,19.5,"S","Miss.","0","missing"
"448",448,1,"1","male",34,0,0,26.55,"S","Mr.","0","missing"
"449",449,1,"3","female",5,2,1,19.2583,"C","Miss.","0","missing"
"450",450,1,"1","male",52,0,0,30.5,"S","Other","0","C"
"451",451,0,"2","male",36,1,2,27.75,"S","Mr.","1","missing"
"452",452,0,"3","male",29.6991176470588,1,0,19.9667,"S","Mr.","0","missing"
"453",453,0,"1","male",30,0,0,27.75,"C","Mr.","0","C"
"454",454,1,"1","male",49,1,0,89.1042,"C","Mr.","1","C"
"455",455,0,"3","male",29.6991176470588,0,0,8.05,"S","Mr.","0","missing"
"456",456,1,"3","male",29,0,0,7.8958,"C","Mr.","0","missing"
"457",457,0,"1","male",65,0,0,26.55,"S","Mr.","0","E"
"458",458,1,"1","female",29.6991176470588,1,0,51.8625,"S","Mrs.","0","D"
"459",459,1,"2","female",50,0,0,10.5,"S","Miss.","0","missing"
"460",460,0,"3","male",29.6991176470588,0,0,7.75,"Q","Mr.","0","missing"
"461",461,1,"1","male",48,0,0,26.55,"S","Mr.","0","E"
"462",462,0,"3","male",34,0,0,8.05,"S","Mr.","0","missing"
"463",463,0,"1","male",47,0,0,38.5,"S","Mr.","0","E"
"464",464,0,"2","male",48,0,0,13,"S","Mr.","0","missing"
"465",465,0,"3","male",29.6991176470588,0,0,8.05,"S","Mr.","0","missing"
"466",466,0,"3","male",38,0,0,7.05,"S","Mr.","0","missing"
"467",467,0,"2","male",29.6991176470588,0,0,0,"S","Mr.","0","missing"
"468",468,0,"1","male",56,0,0,26.55,"S","Mr.","0","missing"
"469",469,0,"3","male",29.6991176470588,0,0,7.725,"Q","Mr.","0","missing"
"470",470,1,"3","female",0.75,2,1,19.2583,"C","Miss.","0","missing"
"471",471,0,"3","male",29.6991176470588,0,0,7.25,"S","Mr.","0","missing"
"472",472,0,"3","male",38,0,0,8.6625,"S","Mr.","0","missing"
"473",473,1,"2","female",33,1,2,27.75,"S","Mrs.","1","missing"
"474",474,1,"2","female",23,0,0,13.7917,"C","Mrs.","0","D"
"475",475,0,"3","female",22,0,0,9.8375,"S","Miss.","0","missing"
"476",476,0,"1","male",29.6991176470588,0,0,52,"S","Mr.","0","A"
"477",477,0,"2","male",34,1,0,21,"S","Mr.","1","missing"
"478",478,0,"3","male",29,1,0,7.0458,"S","Mr.","0","missing"
"479",479,0,"3","male",22,0,0,7.5208,"S","Mr.","0","missing"
"480",480,1,"3","female",2,0,1,12.2875,"S","Miss.","0","missing"
"481",481,0,"3","male",9,5,2,46.9,"S","Master.","0","missing"
"482",482,0,"2","male",29.6991176470588,0,0,0,"S","Mr.","0","missing"
"483",483,0,"3","male",50,0,0,8.05,"S","Mr.","0","missing"
"484",484,1,"3","female",63,0,0,9.5875,"S","Mrs.","0","missing"
"485",485,1,"1","male",25,1,0,91.0792,"C","Mr.","1","B"
"486",486,0,"3","female",29.6991176470588,3,1,25.4667,"S","Miss.","0","missing"
"487",487,1,"1","female",35,1,0,90,"S","Mrs.","1","C"
"488",488,0,"1","male",58,0,0,29.7,"C","Mr.","0","B"
"489",489,0,"3","male",30,0,0,8.05,"S","Mr.","0","missing"
"490",490,1,"3","male",9,1,1,15.9,"S","Master.","0","missing"
"491",491,0,"3","male",29.6991176470588,1,0,19.9667,"S","Mr.","0","missing"
"492",492,0,"3","male",21,0,0,7.25,"S","Mr.","0","missing"
"493",493,0,"1","male",55,0,0,30.5,"S","Mr.","0","C"
"494",494,0,"1","male",71,0,0,49.5042,"C","Mr.","0","missing"
"495",495,0,"3","male",21,0,0,8.05,"S","Mr.","0","missing"
"496",496,0,"3","male",29.6991176470588,0,0,14.4583,"C","Mr.","0","missing"
"497",497,1,"1","female",54,1,0,78.2667,"C","Miss.","0","D"
"498",498,0,"3","male",29.6991176470588,0,0,15.1,"S","Mr.","0","missing"
"499",499,0,"1","female",25,1,2,151.55,"S","Mrs.","0","C"
"500",500,0,"3","male",24,0,0,7.7958,"S","Mr.","0","missing"
"501",501,0,"3","male",17,0,0,8.6625,"S","Mr.","0","missing"
"502",502,0,"3","female",21,0,0,7.75,"Q","Miss.","0","missing"
"503",503,0,"3","female",29.6991176470588,0,0,7.6292,"Q","Miss.","0","missing"
"504",504,0,"3","female",37,0,0,9.5875,"S","Miss.","0","missing"
"505",505,1,"1","female",16,0,0,86.5,"S","Miss.","0","B"
"506",506,0,"1","male",18,1,0,108.9,"C","Mr.","1","C"
"507",507,1,"2","female",33,0,2,26,"S","Mrs.","0","missing"
"508",508,1,"1","male",29.6991176470588,0,0,26.55,"S","Mr.","0","missing"
"509",509,0,"3","male",28,0,0,22.525,"S","Mr.","0","missing"
"510",510,1,"3","male",26,0,0,56.4958,"S","Mr.","0","missing"
"511",511,1,"3","male",29,0,0,7.75,"Q","Mr.","0","missing"
"512",512,0,"3","male",29.6991176470588,0,0,8.05,"S","Mr.","0","missing"
"513",513,1,"1","male",36,0,0,26.2875,"S","Mr.","0","E"
"514",514,1,"1","female",54,1,0,59.4,"C","Mrs.","0","missing"
"515",515,0,"3","male",24,0,0,7.4958,"S","Mr.","0","missing"
"516",516,0,"1","male",47,0,0,34.0208,"S","Mr.","0","D"
"517",517,1,"2","female",34,0,0,10.5,"S","Mrs.","0","F"
"518",518,0,"3","male",29.6991176470588,0,0,24.15,"Q","Mr.","0","missing"
"519",519,1,"2","female",36,1,0,26,"S","Mrs.","0","missing"
"520",520,0,"3","male",32,0,0,7.8958,"S","Mr.","0","missing"
"521",521,1,"1","female",30,0,0,93.5,"S","Miss.","0","B"
"522",522,0,"3","male",22,0,0,7.8958,"S","Mr.","0","missing"
"523",523,0,"3","male",29.6991176470588,0,0,7.225,"C","Mr.","0","missing"
"524",524,1,"1","female",44,0,1,57.9792,"C","Mrs.","0","B"
"525",525,0,"3","male",29.6991176470588,0,0,7.2292,"C","Mr.","0","missing"
"526",526,0,"3","male",40.5,0,0,7.75,"Q","Mr.","0","missing"
"527",527,1,"2","female",50,0,0,10.5,"S","Miss.","0","missing"
"528",528,0,"1","male",29.6991176470588,0,0,221.7792,"S","Mr.","0","C"
"529",529,0,"3","male",39,0,0,7.925,"S","Mr.","0","missing"
"530",530,0,"2","male",23,2,1,11.5,"S","Mr.","0","missing"
"531",531,1,"2","female",2,1,1,26,"S","Miss.","0","missing"
"532",532,0,"3","male",29.6991176470588,0,0,7.2292,"C","Mr.","0","missing"
"533",533,0,"3","male",17,1,1,7.2292,"C","Mr.","0","missing"
"534",534,1,"3","female",29.6991176470588,0,2,22.3583,"C","Mrs.","0","missing"
"535",535,0,"3","female",30,0,0,8.6625,"S","Miss.","0","missing"
"536",536,1,"2","female",7,0,2,26.25,"S","Miss.","0","missing"
"537",537,0,"1","male",45,0,0,26.55,"S","Other","0","B"
"538",538,1,"1","female",30,0,0,106.425,"C","Miss.","0","missing"
"539",539,0,"3","male",29.6991176470588,0,0,14.5,"S","Mr.","0","missing"
"540",540,1,"1","female",22,0,2,49.5,"C","Miss.","0","B"
"541",541,1,"1","female",36,0,2,71,"S","Miss.","0","B"
"542",542,0,"3","female",9,4,2,31.275,"S","Miss.","0","missing"
"543",543,0,"3","female",11,4,2,31.275,"S","Miss.","0","missing"
"544",544,1,"2","male",32,1,0,26,"S","Mr.","1","missing"
"545",545,0,"1","male",50,1,0,106.425,"C","Mr.","0","C"
"546",546,0,"1","male",64,0,0,26,"S","Mr.","0","missing"
"547",547,1,"2","female",19,1,0,26,"S","Mrs.","1","missing"
"548",548,1,"2","male",29.6991176470588,0,0,13.8625,"C","Mr.","0","missing"
"549",549,0,"3","male",33,1,1,20.525,"S","Mr.","1","missing"
"550",550,1,"2","male",8,1,1,36.75,"S","Master.","0","missing"
"551",551,1,"1","male",17,0,2,110.8833,"C","Mr.","0","C"
"552",552,0,"2","male",27,0,0,26,"S","Mr.","0","missing"
"553",553,0,"3","male",29.6991176470588,0,0,7.8292,"Q","Mr.","0","missing"
"554",554,1,"3","male",22,0,0,7.225,"C","Mr.","0","missing"
"555",555,1,"3","female",22,0,0,7.775,"S","Miss.","0","missing"
"556",556,0,"1","male",62,0,0,26.55,"S","Mr.","0","missing"
"557",557,1,"1","female",48,1,0,39.6,"C","Mrs.","0","A"
"558",558,0,"1","male",29.6991176470588,0,0,227.525,"C","Mr.","0","missing"
"559",559,1,"1","female",39,1,1,79.65,"S","Mrs.","1","E"
"560",560,1,"3","female",36,1,0,17.4,"S","Mrs.","0","missing"
"561",561,0,"3","male",29.6991176470588,0,0,7.75,"Q","Mr.","0","missing"
"562",562,0,"3","male",40,0,0,7.8958,"S","Mr.","0","missing"
"563",563,0,"2","male",28,0,0,13.5,"S","Mr.","0","missing"
"564",564,0,"3","male",29.6991176470588,0,0,8.05,"S","Mr.","0","missing"
"565",565,0,"3","female",29.6991176470588,0,0,8.05,"S","Miss.","0","missing"
"566",566,0,"3","male",24,2,0,24.15,"S","Mr.","0","missing"
"567",567,0,"3","male",19,0,0,7.8958,"S","Mr.","0","missing"
"568",568,0,"3","female",29,0,4,21.075,"S","Mrs.","0","missing"
"569",569,0,"3","male",29.6991176470588,0,0,7.2292,"C","Mr.","0","missing"
"570",570,1,"3","male",32,0,0,7.8542,"S","Mr.","0","missing"
"571",571,1,"2","male",62,0,0,10.5,"S","Mr.","0","missing"
"572",572,1,"1","female",53,2,0,51.4792,"S","Mrs.","0","C"
"573",573,1,"1","male",36,0,0,26.3875,"S","Mr.","0","E"
"574",574,1,"3","female",29.6991176470588,0,0,7.75,"Q","Miss.","0","missing"
"575",575,0,"3","male",16,0,0,8.05,"S","Mr.","0","missing"
"576",576,0,"3","male",19,0,0,14.5,"S","Mr.","0","missing"
"577",577,1,"2","female",34,0,0,13,"S","Miss.","0","missing"
"578",578,1,"1","female",39,1,0,55.9,"S","Mrs.","1","E"
"579",579,0,"3","female",29.6991176470588,1,0,14.4583,"C","Mrs.","0","missing"
"580",580,1,"3","male",32,0,0,7.925,"S","Mr.","0","missing"
"581",581,1,"2","female",25,1,1,30,"S","Miss.","0","missing"
"582",582,1,"1","female",39,1,1,110.8833,"C","Mrs.","1","C"
"583",583,0,"2","male",54,0,0,26,"S","Mr.","0","missing"
"584",584,0,"1","male",36,0,0,40.125,"C","Mr.","0","A"
"585",585,0,"3","male",29.6991176470588,0,0,8.7125,"C","Mr.","0","missing"
"586",586,1,"1","female",18,0,2,79.65,"S","Miss.","0","E"
"587",587,0,"2","male",47,0,0,15,"S","Mr.","0","missing"
"588",588,1,"1","male",60,1,1,79.2,"C","Mr.","0","B"
"589",589,0,"3","male",22,0,0,8.05,"S","Mr.","0","missing"
"590",590,0,"3","male",29.6991176470588,0,0,8.05,"S","Mr.","0","missing"
"591",591,0,"3","male",35,0,0,7.125,"S","Mr.","0","missing"
"592",592,1,"1","female",52,1,0,78.2667,"C","Mrs.","0","D"
"593",593,0,"3","male",47,0,0,7.25,"S","Mr.","0","missing"
"594",594,0,"3","female",29.6991176470588,0,2,7.75,"Q","Miss.","0","missing"
"595",595,0,"2","male",37,1,0,26,"S","Mr.","0","missing"
"596",596,0,"3","male",36,1,1,24.15,"S","Mr.","1","missing"
"597",597,1,"2","female",29.6991176470588,0,0,33,"S","Miss.","0","missing"
"598",598,0,"3","male",49,0,0,0,"S","Mr.","0","missing"
"599",599,0,"3","male",29.6991176470588,0,0,7.225,"C","Mr.","0","missing"
"600",600,1,"1","male",49,1,0,56.9292,"C","Mr.","0","A"
"601",601,1,"2","female",24,2,1,27,"S","Mrs.","1","missing"
"602",602,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"603",603,0,"1","male",29.6991176470588,0,0,42.4,"S","Mr.","0","missing"
"604",604,0,"3","male",44,0,0,8.05,"S","Mr.","0","missing"
"605",605,1,"1","male",35,0,0,26.55,"C","Mr.","0","missing"
"606",606,0,"3","male",36,1,0,15.55,"S","Mr.","0","missing"
"607",607,0,"3","male",30,0,0,7.8958,"S","Mr.","0","missing"
"608",608,1,"1","male",27,0,0,30.5,"S","Mr.","0","missing"
"609",609,1,"2","female",22,1,2,41.5792,"C","Mrs.","0","missing"
"610",610,1,"1","female",40,0,0,153.4625,"S","Miss.","0","C"
"611",611,0,"3","female",39,1,5,31.275,"S","Mrs.","1","missing"
"612",612,0,"3","male",29.6991176470588,0,0,7.05,"S","Mr.","0","missing"
"613",613,1,"3","female",29.6991176470588,1,0,15.5,"Q","Miss.","0","missing"
"614",614,0,"3","male",29.6991176470588,0,0,7.75,"Q","Mr.","0","missing"
"615",615,0,"3","male",35,0,0,8.05,"S","Mr.","0","missing"
"616",616,1,"2","female",24,1,2,65,"S","Miss.","0","missing"
"617",617,0,"3","male",34,1,1,14.4,"S","Mr.","1","missing"
"618",618,0,"3","female",26,1,0,16.1,"S","Mrs.","1","missing"
"619",619,1,"2","female",4,2,1,39,"S","Miss.","0","F"
"620",620,0,"2","male",26,0,0,10.5,"S","Mr.","0","missing"
"621",621,0,"3","male",27,1,0,14.4542,"C","Mr.","1","missing"
"622",622,1,"1","male",42,1,0,52.5542,"S","Mr.","0","D"
"623",623,1,"3","male",20,1,1,15.7417,"C","Mr.","0","missing"
"624",624,0,"3","male",21,0,0,7.8542,"S","Mr.","0","missing"
"625",625,0,"3","male",21,0,0,16.1,"S","Mr.","0","missing"
"626",626,0,"1","male",61,0,0,32.3208,"S","Mr.","0","D"
"627",627,0,"2","male",57,0,0,12.35,"Q","Rev.","0","missing"
"628",628,1,"1","female",21,0,0,77.9583,"S","Miss.","0","D"
"629",629,0,"3","male",26,0,0,7.8958,"S","Mr.","0","missing"
"630",630,0,"3","male",29.6991176470588,0,0,7.7333,"Q","Mr.","0","missing"
"631",631,1,"1","male",80,0,0,30,"S","Mr.","0","A"
"632",632,0,"3","male",51,0,0,7.0542,"S","Mr.","0","missing"
"633",633,1,"1","male",32,0,0,30.5,"C","Dr.","0","B"
"634",634,0,"1","male",29.6991176470588,0,0,0,"S","Mr.","0","missing"
"635",635,0,"3","female",9,3,2,27.9,"S","Miss.","0","missing"
"636",636,1,"2","female",28,0,0,13,"S","Miss.","0","missing"
"637",637,0,"3","male",32,0,0,7.925,"S","Mr.","0","missing"
"638",638,0,"2","male",31,1,1,26.25,"S","Mr.","1","missing"
"639",639,0,"3","female",41,0,5,39.6875,"S","Mrs.","0","missing"
"640",640,0,"3","male",29.6991176470588,1,0,16.1,"S","Mr.","1","missing"
"641",641,0,"3","male",20,0,0,7.8542,"S","Mr.","0","missing"
"642",642,1,"1","female",24,0,0,69.3,"C","Other","0","B"
"643",643,0,"3","female",2,3,2,27.9,"S","Miss.","0","missing"
"644",644,1,"3","male",29.6991176470588,0,0,56.4958,"S","Mr.","0","missing"
"645",645,1,"3","female",0.75,2,1,19.2583,"C","Miss.","0","missing"
"646",646,1,"1","male",48,1,0,76.7292,"C","Mr.","1","D"
"647",647,0,"3","male",19,0,0,7.8958,"S","Mr.","0","missing"
"648",648,1,"1","male",56,0,0,35.5,"C","Other","0","A"
"649",649,0,"3","male",29.6991176470588,0,0,7.55,"S","Mr.","0","missing"
"650",650,1,"3","female",23,0,0,7.55,"S","Miss.","0","missing"
"651",651,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"652",652,1,"2","female",18,0,1,23,"S","Miss.","0","missing"
"653",653,0,"3","male",21,0,0,8.4333,"S","Mr.","0","missing"
"654",654,1,"3","female",29.6991176470588,0,0,7.8292,"Q","Miss.","0","missing"
"655",655,0,"3","female",18,0,0,6.75,"Q","Miss.","0","missing"
"656",656,0,"2","male",24,2,0,73.5,"S","Mr.","0","missing"
"657",657,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"658",658,0,"3","female",32,1,1,15.5,"Q","Mrs.","1","missing"
"659",659,0,"2","male",23,0,0,13,"S","Mr.","0","missing"
"660",660,0,"1","male",58,0,2,113.275,"C","Mr.","0","D"
"661",661,1,"1","male",50,2,0,133.65,"S","Dr.","0","missing"
"662",662,0,"3","male",40,0,0,7.225,"C","Mr.","0","missing"
"663",663,0,"1","male",47,0,0,25.5875,"S","Mr.","0","E"
"664",664,0,"3","male",36,0,0,7.4958,"S","Mr.","0","missing"
"665",665,1,"3","male",20,1,0,7.925,"S","Mr.","0","missing"
"666",666,0,"2","male",32,2,0,73.5,"S","Mr.","0","missing"
"667",667,0,"2","male",25,0,0,13,"S","Mr.","0","missing"
"668",668,0,"3","male",29.6991176470588,0,0,7.775,"S","Mr.","0","missing"
"669",669,0,"3","male",43,0,0,8.05,"S","Mr.","0","missing"
"670",670,1,"1","female",29.6991176470588,1,0,52,"S","Mrs.","1","C"
"671",671,1,"2","female",40,1,1,39,"S","Mrs.","1","missing"
"672",672,0,"1","male",31,1,0,52,"S","Mr.","0","B"
"673",673,0,"2","male",70,0,0,10.5,"S","Mr.","0","missing"
"674",674,1,"2","male",31,0,0,13,"S","Mr.","0","missing"
"675",675,0,"2","male",29.6991176470588,0,0,0,"S","Mr.","0","missing"
"676",676,0,"3","male",18,0,0,7.775,"S","Mr.","0","missing"
"677",677,0,"3","male",24.5,0,0,8.05,"S","Mr.","0","missing"
"678",678,1,"3","female",18,0,0,9.8417,"S","Miss.","0","missing"
"679",679,0,"3","female",43,1,6,46.9,"S","Mrs.","0","missing"
"680",680,1,"1","male",36,0,1,512.3292,"C","Mr.","0","B"
"681",681,0,"3","female",29.6991176470588,0,0,8.1375,"Q","Miss.","0","missing"
"682",682,1,"1","male",27,0,0,76.7292,"C","Mr.","0","D"
"683",683,0,"3","male",20,0,0,9.225,"S","Mr.","0","missing"
"684",684,0,"3","male",14,5,2,46.9,"S","Mr.","0","missing"
"685",685,0,"2","male",60,1,1,39,"S","Mr.","1","missing"
"686",686,0,"2","male",25,1,2,41.5792,"C","Mr.","0","missing"
"687",687,0,"3","male",14,4,1,39.6875,"S","Mr.","0","missing"
"688",688,0,"3","male",19,0,0,10.1708,"S","Mr.","0","missing"
"689",689,0,"3","male",18,0,0,7.7958,"S","Mr.","0","missing"
"690",690,1,"1","female",15,0,1,211.3375,"S","Miss.","0","B"
"691",691,1,"1","male",31,1,0,57,"S","Mr.","1","B"
"692",692,1,"3","female",4,0,1,13.4167,"C","Miss.","0","missing"
"693",693,1,"3","male",29.6991176470588,0,0,56.4958,"S","Mr.","0","missing"
"694",694,0,"3","male",25,0,0,7.225,"C","Mr.","0","missing"
"695",695,0,"1","male",60,0,0,26.55,"S","Other","0","missing"
"696",696,0,"2","male",52,0,0,13.5,"S","Mr.","0","missing"
"697",697,0,"3","male",44,0,0,8.05,"S","Mr.","0","missing"
"698",698,1,"3","female",29.6991176470588,0,0,7.7333,"Q","Miss.","0","missing"
"699",699,0,"1","male",49,1,1,110.8833,"C","Mr.","1","C"
"700",700,0,"3","male",42,0,0,7.65,"S","Mr.","0","F"
"701",701,1,"1","female",18,1,0,227.525,"C","Mrs.","0","C"
"702",702,1,"1","male",35,0,0,26.2875,"S","Mr.","0","E"
"703",703,0,"3","female",18,0,1,14.4542,"C","Miss.","0","missing"
"704",704,0,"3","male",25,0,0,7.7417,"Q","Mr.","0","missing"
"705",705,0,"3","male",26,1,0,7.8542,"S","Mr.","0","missing"
"706",706,0,"2","male",39,0,0,26,"S","Mr.","0","missing"
"707",707,1,"2","female",45,0,0,13.5,"S","Mrs.","0","missing"
"708",708,1,"1","male",42,0,0,26.2875,"S","Mr.","0","E"
"709",709,1,"1","female",22,0,0,151.55,"S","Miss.","0","missing"
"710",710,1,"3","male",29.6991176470588,1,1,15.2458,"C","Master.","0","missing"
"711",711,1,"1","female",24,0,0,49.5042,"C","Mrs.","0","C"
"712",712,0,"1","male",29.6991176470588,0,0,26.55,"S","Mr.","0","C"
"713",713,1,"1","male",48,1,0,52,"S","Mr.","1","C"
"714",714,0,"3","male",29,0,0,9.4833,"S","Mr.","0","missing"
"715",715,0,"2","male",52,0,0,13,"S","Mr.","0","missing"
"716",716,0,"3","male",19,0,0,7.65,"S","Mr.","0","F"
"717",717,1,"1","female",38,0,0,227.525,"C","Miss.","0","C"
"718",718,1,"2","female",27,0,0,10.5,"S","Miss.","0","E"
"719",719,0,"3","male",29.6991176470588,0,0,15.5,"Q","Mr.","0","missing"
"720",720,0,"3","male",33,0,0,7.775,"S","Mr.","0","missing"
"721",721,1,"2","female",6,0,1,33,"S","Miss.","0","missing"
"722",722,0,"3","male",17,1,0,7.0542,"S","Mr.","0","missing"
"723",723,0,"2","male",34,0,0,13,"S","Mr.","0","missing"
"724",724,0,"2","male",50,0,0,13,"S","Mr.","0","missing"
"725",725,1,"1","male",27,1,0,53.1,"S","Mr.","1","E"
"726",726,0,"3","male",20,0,0,8.6625,"S","Mr.","0","missing"
"727",727,1,"2","female",30,3,0,21,"S","Mrs.","1","missing"
"728",728,1,"3","female",29.6991176470588,0,0,7.7375,"Q","Miss.","0","missing"
"729",729,0,"2","male",25,1,0,26,"S","Mr.","0","missing"
"730",730,0,"3","female",25,1,0,7.925,"S","Miss.","0","missing"
"731",731,1,"1","female",29,0,0,211.3375,"S","Miss.","0","B"
"732",732,0,"3","male",11,0,0,18.7875,"C","Mr.","0","missing"
"733",733,0,"2","male",29.6991176470588,0,0,0,"S","Mr.","0","missing"
"734",734,0,"2","male",23,0,0,13,"S","Mr.","0","missing"
"735",735,0,"2","male",23,0,0,13,"S","Mr.","0","missing"
"736",736,0,"3","male",28.5,0,0,16.1,"S","Mr.","0","missing"
"737",737,0,"3","female",48,1,3,34.375,"S","Mrs.","0","missing"
"738",738,1,"1","male",35,0,0,512.3292,"C","Mr.","0","B"
"739",739,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"740",740,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing"
"741",741,1,"1","male",29.6991176470588,0,0,30,"S","Mr.","0","D"
"742",742,0,"1","male",36,1,0,78.85,"S","Mr.","0","C"
"743",743,1,"1","female",21,2,2,262.375,"C","Miss.","0","B"
"744",744,0,"3","male",24,1,0,16.1,"S","Mr.","0","missing"
"745",745,1,"3","male",31,0,0,7.925,"S","Mr.","0","missing"
"746",746,0,"1","male",70,1,1,71,"S","Other","0","B"
"747",747,0,"3","male",16,1,1,20.25,"S","Mr.","0","missing"
"748",748,1,"2","female",30,0,0,13,"S","Miss.","0","missing"
